index,user_file,user_input_url,user_prompt,status,error
21,pexels-bruno-arbigaus-gritten-2155171268-34216114.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/c4703386-ea48-4d5e-bedc-1dfd0cd09f26.jpg,A young girl with brown long smooth hair and slim body build.,success,
22,pexels-caio-mantovani-97605853-13919886.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/651ea8f3-2ca1-4aa2-92d9-617cfa8ee369.jpg,A young girl with brown long smooth hair and slim body build.,success,
23,pexels-caio-mantovani-97605853-14097802.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/302b63ee-beac-4255-b1a1-df61b0394c36.jpg,A young woman with multi-tone shoulder-length smooth hair and average body build.,success,
24,pexels-carolina-101603542-9412244.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/cc83fccd-058b-4bcb-86b1-0ec74a81a455.jpg,A young girl with brown long smooth hair and slim body build.,success,
25,pexels-cesar-o-neill-26650613-33463134.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/2a465932-9bb9-43f3-b009-b00936c37b74.jpg,A young woman with blonde long wavy hair and average body build.,success,
26,pexels-cesar-o-neill-26650613-33800253.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/1cac9bd3-6cb2-499d-b8a7-34554e00fefb.jpg,A young woman with brown medium wavy hair and slim body build.,success,
27,pexels-colordragon-24813292.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/1b0d7e46-3c97-408c-8133-47e55b0116e2.jpg,A young girl with dark brown long smooth hair and slim body build.,success,
28,pexels-colordragon-24813296.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/e5933adc-d081-4456-ad35-e86526d5ad96.jpg,A young girl with dark long smooth hair and slim body build.,success,
29,pexels-conejodepapel-17392599.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/8e11e616-a6a0-4366-8974-7848a1317dfb.jpg,A young girl with multi-tone long smooth hair and slim body build.,success,
30,pexels-cristian-rojas-10041266.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/81c9dcc7-3758-4184-84a0-49a2361c4f5e.jpg,An adult woman with brown long smooth hair and average body build.,success,
31,pexels-cristian-rojas-7535460.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/732959f5-621c-42b3-b155-50b930fc4215.jpg,An adult woman with brown long smooth hair and curvy body build.,success,
32,pexels-dan-borges-1755177.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/375073db-01f5-447f-8500-4dc22fbe18b1.jpg,A young woman with brown long smooth hair and slim body build.,success,
33,pexels-daniel-duarte-270529097-13098732.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/1c2414bb-dc18-4cb0-bd0b-d370b302e04c.jpg,A young woman with dark brown long wavy hair and slim body build.,success,
34,pexels-davincidelasfotos-28480020.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/6b2c0d1c-9ce2-4fec-a5d3-7f405aaa2b1c.jpg,A young woman with brown shoulder-length smooth hair and slim body build.,success,
35,pexels-davincidelasfotos-28714398.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/7ab76bae-823a-4e0f-adb2-53e881f628eb.jpg,A young woman with black long smooth hair and slim body build.,success,
36,pexels-davincidelasfotos-28714525.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/01710584-91b3-43ec-9c98-52384c8b4774.jpg,A young woman with black long smooth hair and slim body build.,success,
37,pexels-diana-reyes-227887231-34035163.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/dbc36981-9998-4497-a3ea-d9a61c9452f1.jpg,A young woman with slim body build.,success,
38,pexels-dinielle-de-veyra-2610843-4195089.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/ab22f1e4-04c8-43f9-b1cf-d795090c9f4c.jpg,A young woman with blonde long wavy hair and slim body build.,success,
39,pexels-el-gringo-photo-116752370-10675485.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/add98076-e4b7-4e68-b93b-fd0be5468d18.jpg,A young woman with brown long wavy hair and slim body build.,success,
40,pexels-elchinoportrait-20471162.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/04a5d005-8246-49d1-a542-701871a042f7.jpg,A young woman with dark brown shoulder-length smooth hair and average body build.,success,
41,pexels-felix-young-449360607-30690396.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/e66bbbc9-4f38-41f1-bda5-bc1240ae10bd.jpg,An adult woman with black long wavy hair and slim body build.,success,
42,pexels-gaurav_-ranjitkar-3554799-7369454.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/346e6f58-e414-4e50-ba2a-84d2131fdb3a.jpg,A young woman with black long smooth hair and slim body build.,success,
43,pexels-godric-19483672.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/b2ffe502-0a3e-43e5-8617-aee1300cf3c0.jpg,A young woman with black long smooth hair and slim body build.,success,
44,pexels-heitorverdifotos-4118738.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/ddfc6fdc-a1c7-4289-a22c-1d30ad4a06e6.jpg,A young girl with brown long wavy hair and slim body build.,success,
45,pexels-high-rollick-studio-553091901-17471951.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/1549ec5e-57fd-4afb-bc92-1ea575db29ff.jpg,An adult woman with black long smooth hair and slim body build.,success,
46,pexels-high-rollick-studio-553091901-32504521.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/dac9fe45-32c4-44c2-8932-8c3b3cba84b3.jpg,An adult woman with black long smooth hair and average body build.,success,
47,pexels-hson-4603385.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/cdd3b2c3-2288-45a8-baf5-ee0e7e4856dd.jpg,A young woman with slim body build.,success,
48,pexels-ionela-mat-268382825-32514275.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/ef53caee-bdcc-48cb-81bf-4bb2d91078ee.jpg,An adult woman with brown long wavy hair and average body build.,success,
49,pexels-israelzin-7644658.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/9336b7e9-257b-4beb-86d0-9c17a2603870.jpg,A young woman with red long curly hair and average body build.,success,
50,pexels-israwmx-19899310.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/aa81ad6f-6e05-47c5-bd97-4fd238bd31fd.jpg,An adult woman with black long smooth hair and slim body build.,success,
51,pexels-israwmx-19899329.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/9d857d84-ef39-4109-84bc-5338e3e9bfa0.jpg,An adult woman with black shoulder-length smooth hair and average body build.,success,
52,pexels-israwmx-28386385.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/6d5f6c31-fb8a-4a25-b365-9a95a212d1ae.jpg,A young woman with blonde long smooth hair and slim body build.,success,
53,pexels-jeff-denlea-721292-5802945.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/dcfd7791-ba68-470b-87b4-b888dc392efa.jpg,An adult woman with blonde long curly hair and average body build.,success,
54,pexels-jonathan-oliveira-1317356342-27795483.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/fbe490c9-fe36-4220-bc19-8780372ac5ed.jpg,An adult woman with black short smooth hair and average body build.,success,
55,pexels-joseilson-de-lima-616574717-23602560.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/d1abd07d-1953-4901-9fcf-d46362607f6b.jpg,An adult woman with black long curly hair and average body build.,success,
56,pexels-juan-jesus-madrigal-herrera-1669649145-33708955.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/9acfe095-ed9e-4971-a5fd-f7fdcec0dd3c.jpg,An adult woman with red long curly hair and average body build.,success,
57,pexels-kari-alfonso-2151442665-36412439.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/f7a9ed80-4839-440f-ae4a-63d14d2731bd.jpg,A young girl with black long wavy hair and slim body build.,success,
58,pexels-karina-benfica-538943838-18503494.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/8c2c7ae3-7e82-4f6c-b81d-17b99421c0de.jpg,A young girl with brown shoulder-length smooth hair and slim body build.,success,
59,pexels-kaweny-denyele-2151301623-31793026.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/f22c8040-1108-4168-867b-7f978b33dbf4.jpg,A young woman with dark long curly hair and average body build.,success,
60,pexels-kushan-perera-95408363-13953101.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/3c231313-9276-40db-9e14-2b7a594827b4.jpg,A young girl with black long curly hair and slim body build.,success,
61,pexels-ladoo-6675408.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/302cd8af-900b-415b-9e57-afa22adf7413.jpg,A young woman with black long smooth hair and slim body build.,success,
62,pexels-libin-joseph-823730877-20544949.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/bd7a36c0-4213-40a5-927e-52a8a3f8220a.jpg,An adult woman with black medium curly hair and average body build.,success,
63,pexels-magdy-_-talat-2157812504-34974315.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/56038d5d-a4ab-4576-85ba-2189af4172d2.jpg,An adult woman with brown long smooth hair and slim body build.,success,
64,pexels-magdy-_-talat-2157812504-34974319.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/e9ed4107-7b13-4184-8c8e-b719f1b2bfe7.jpg,An adult woman with brown long smooth hair and average body build.,success,
65,pexels-manekaperera-15467336.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/acfe0c4e-0821-4462-9b5d-b38171c6157f.jpg,An adult woman with black long smooth hair and average body build.,success,
66,pexels-marcelochagas-2005014.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/8026436d-d610-4e85-8f89-32ebd158110d.jpg,A young woman with dark long wavy hair and curvy body build.,success,
67,pexels-marlon-alves-2016519-7196168.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/3f0b517f-5c97-4d24-ab8c-f2ae2254334b.jpg,A young woman with dark long curly hair and slim body build.,success,
68,pexels-maximil1-32129515.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/fd3888b1-1995-48b1-88a5-7395f6de3015.jpg,A young girl with brown long smooth hair and average body build.,success,
69,pexels-mehmet-altintas-392989477-31615337.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/2596b4bf-eca7-43b2-b742-bebba9ef6463.jpg,An adult woman with black shoulder-length smooth hair and average body build.,success,
70,pexels-miguel-rodriguez-1844391833-32084273.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/8966b206-24c0-4570-96c7-f7861fd93181.jpg,An adult woman with brown long curly hair and curvy body build.,success,
71,pexels-mihaela-claudia-puscas-836545137-31969034.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/1f95adf0-f59f-45dd-b1c9-9d0493c646e0.jpg,A young woman with dark brown shoulder-length smooth hair and curvy body build.,success,
72,pexels-mikhail-nilov-7682078.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/27e33ce2-84fa-4549-8d86-d906548a6610.jpg,An adult woman with black short smooth hair and average body build.,success,
73,pexels-moe-magners-6669026.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/d6cc2f87-6b01-437f-905f-284a936a57c5.jpg,An adult woman with black short afro hair and curvy body build.,success,
74,pexels-moises-caro-photographer-296475578-14603123.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/5ee55564-e249-46b9-9d54-195642a6c5cd.jpg,A young woman with black long curly hair and average body build.,success,
75,pexels-moises-caro-photographer-296475578-14944705.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/ca0a70d6-ca2e-4c0f-95c5-b61d5b491c6f.jpg,A young woman with dark brown medium wavy hair and average body build.,success,
76,pexels-muhammad-dzaki-zaidan-23516854-7262857.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/5972216a-d1f7-47e1-b2ff-f00934259a0d.jpg,A young woman with black shoulder-length smooth hair and slim body build.,success,
77,pexels-nandamends-11862262.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/69f067f7-89fc-44d2-8fb4-7a7af1fe77ab.jpg,A young woman with dark long curly hair and average body build.,success,
78,pexels-nayla-bernardes-1673442920-28262530.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/d570735c-4792-4723-a432-c2c19a3cf057.jpg,A young woman with black long smooth hair and slim body build.,success,
79,pexels-onzeseis-3396670-7762038.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/89f3d40d-a7f4-4003-85a4-d7c63bc1d45d.jpg,A young girl with brown long wavy hair and slim body build.,success,
80,pexels-pedro-photo-333886914-15676270.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/4fa6ca4b-6a21-4301-a0e0-613cb9e4728e.jpg,A young woman with dark short short hair and slim body build.,success,
81,pexels-phamthe-24205650.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/612df8a3-452c-4ca4-bed1-a398eb912d41.jpg,An adult woman with black long smooth hair and average body build.,success,
82,pexels-prashant-purbey-295721470-15561981.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/f3605377-639f-427c-b637-1a6f68e69d66.jpg,A young woman with brown long curly hair and average body build.,success,
83,pexels-rajeshverma-13057800.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/9f859585-7769-4a1f-ac0b-848926730995.jpg,An adult woman with black short smooth hair and slim body build.,success,
84,pexels-rakesh-mondal-3337884-19152364.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/14722e42-7896-42fc-b2a2-32e43529af47.jpg,A young woman with black medium curly hair and average body build.,success,
85,pexels-redwolf-44736300-13908744.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/df95909b-18cc-4355-8c65-ec77bd16f847.jpg,A young woman with dark brown long curly hair and slim body build.,success,
86,pexels-ricardopandda-29605578.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/cf400c6b-ad37-4444-a16d-391843f8a537.jpg,An adult woman with black medium smooth hair and average body build.,success,
87,pexels-roberto-hund-5356252.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/f641cf73-4d81-4b80-8f81-37280fb4701b.jpg,An adult woman with black medium curly hair and average body build.,success,
88,pexels-ronailson-5854482.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/30663a92-1ad1-4b76-bbc1-37de3777f5ca.jpg,A young woman with black long smooth hair and slim body build.,success,
89,pexels-sandro-tavares-260503371-17381497.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/72e96db1-86d7-4560-8f74-d0f87de22080.jpg,An adult woman with black long smooth hair and slim body build.,success,
90,pexels-saulo-leite-1491182-9616904.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/3ce248a9-a1a4-460e-b2f5-1a762774770f.jpg,A young woman with dark long smooth hair and slim body build.,success,
91,pexels-seats-photographix-1039095083-20472234.jpg,,,error,missing_prompt_in_new_prepare_cache
92,pexels-shazardr-13262282.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/9e3e0360-134b-4a04-b620-38d04aeeef2e.jpg,A young woman with brown long wavy hair and slim body build.,success,
93,pexels-shazardr-14156587.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/9b912680-b0a7-4fcc-9b15-7db6d14033f9.jpg,An adult woman with brown long smooth hair and average body build.,success,
94,pexels-shvetsa-5641859.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/feb644ed-3b97-4ec1-b2f2-b8bad4324cc9.jpg,A young girl with brown medium curly hair and average body build.,success,
95,pexels-stephanie-lima-455905576-16051529.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/fed41b0c-5292-4051-924f-dced53c69684.jpg,A young girl with dark long wavy hair and slim body build.,success,
96,pexels-sushantphotographyy-745299-5922739.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/3961d0b9-18be-47cb-98dc-967d0ef301c1.jpg,A young woman with brown long smooth hair and slim body build.,success,
97,pexels-tiago-silva-105200251-10841718.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/1b2a9092-d493-4763-91e4-b12655c48671.jpg,A young woman with red long smooth hair and slim body build.,success,
98,pexels-umudicreative-20021010.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/93b2c3e5-bb76-4122-b867-ba8738d8046d.jpg,A young woman with brown medium wavy hair and slim body build.,success,
99,pexels-uriel-mont-6280542.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/330f1c07-35d6-4b68-b70d-f123932939a1.jpg,An adult woman with black long curly hair and average body build.,success,
100,pexels-usman-umar-340351639-27081782.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/3b689205-e189-4511-8b71-06efefb31ad4.jpg,An adult woman with average body build.,success,
101,pexels-vika-glitter-392079-35884663.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/5fcf4161-8423-4655-8b1a-b68455461775.jpg,An adult woman with blonde long wavy hair and slim body build.,success,
102,pexels-vinicius-wiesehofer-289347-4219913.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/88e32866-941a-48cb-8528-98f8c9eb098a.jpg,A young woman with black long smooth hair and slim body build.,success,
103,pexels-walter-segura-70980232-9659700.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/c10d2265-9b15-4366-a207-4b102a223697.jpg,A young girl with brown long wavy hair and slim body build.,success,
104,pexels-wesleydavi-9225847.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/33cf8d87-ff83-4036-ad0d-fc4e757726a6.jpg,A young woman with blonde long wavy hair and slim body build.,success,
105,pexels-wjretratos-14535701.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/70bfb963-26fb-4b73-9ee6-8e0af2f86a5a.jpg,An adult woman with average body build.,success,
106,pexels-wolfart-34750099.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/6a976c6b-d5dc-45b2-9dc7-571fc37eb235.jpg,An adult woman with dark brown shoulder-length wavy hair and average body build.,success,
107,pexels-zanchetta-4189806.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/a98612ab-91c7-4962-80bd-2c68f48f2d6b.jpg,A young woman with brown medium wavy hair and slim body build.,success,
108,pexels-zulfugarkarimov-33670756.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/b0b4aedd-151e-4420-9407-10e4c103d63a.jpg,A young woman with brown long wavy hair and slim body build.,success,
109,pretty-blonde-woman-using-phone-outside-park.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/e2fcc11f-273f-4a1e-b5c5-75d5cd8d13e5.jpg,An adult woman with blonde long smooth hair and slim body build.,success,
110,shot-beautiful-young-businesswoman-wearing-blue-chifon-shirt-while-standing-street-with-folded-arms.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/2e7c727f-562a-419e-8880-5cf9a950d980.jpg,An adult woman with brown long smooth hair and slim body build.,success,
111,test1.png,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/direct-user-inputs-20260408/67a4b503-2a3e-46f5-a36d-96c6e19ef5c8.png,A young woman with blonde shoulder-length wavy hair and petite body build.,success,
