index,user_file,user_input_url,user_prompt,worn_types,status,error,prepare_latency_s
13,pexels-andrea-musto-135941147-23995927.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/b12e23a6-cc56-418f-8125-bec4545e747e.png,A young woman with black long smooth hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.4888
14,pexels-angela-chacon-140940805-15536313.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/bb1920ed-ffbf-40cb-99fb-a280df0e7a5e.png,An adult woman with brown medium smooth hair and average body build.,"[""top"", ""bottom""]",success,,3.8627
15,pexels-asio-9688592.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/9ad09133-e416-4c95-846f-c575ffd1a7f9.png,A young woman with black long smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.5541
16,pexels-bartosz-olzewski-298756944-13312741.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/a9e26605-fad5-463a-bb1b-196c1bca1577.png,A young woman with dark brown shoulder-length smooth hair and slim body build.,"[""dress""]",success,,3.7351
17,pexels-bgcortez-17834302.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/bd8d888f-403e-4f78-aa49-27267e6bd19d.png,A young woman with blonde long ponytail hair and slim body build.,"[""top"", ""bottom""]",success,,6.443
18,pexels-breno-cardoso-149064345-13684160.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/335b00d5-4ab5-4e76-b882-bb724e4b0555.png,A young woman with blonde long wavy hair and slim body build.,"[""top"", ""bottom""]",success,,3.731
19,pexels-breno-cardoso-149064345-15728306.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/1497f81c-8b2b-4fb4-a43e-9c5951e93559.png,A young woman with black long smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.7247
20,pexels-breno-cardoso-149064345-17110661.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/edeaf864-c28c-451d-acd1-87c3c303b082.png,A young girl with brown long wavy hair and slim body build.,"[""top"", ""bottom""]",success,,3.6379
21,pexels-bruno-arbigaus-gritten-2155171268-34216114.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/521baace-09b7-4f42-a910-933ba9e82d8b.png,A young girl with brown long smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.6747
22,pexels-caio-mantovani-97605853-13919886.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/ed45fba8-4f79-4890-881f-726e8129d2e3.png,A young girl with brown long smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.6467
23,pexels-caio-mantovani-97605853-14097802.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/281f3aa6-183f-42e0-9a66-1289dfc3baff.png,A young woman with multi-tone shoulder-length smooth hair and average body build.,"[""top"", ""bottom""]",success,,3.7513
24,pexels-carolina-101603542-9412244.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/026db383-077f-4162-92d8-6548a54304cf.png,A young girl with brown long smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.7992
25,pexels-cesar-o-neill-26650613-33463134.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/2438bdea-4fd0-4f5b-9b4d-39b8472fcf59.png,A young woman with blonde long wavy hair and average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.8372
26,pexels-cesar-o-neill-26650613-33800253.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/3481b648-0aff-42a5-bab6-04e9bba7bbc1.png,A young woman with brown medium wavy hair and slim body build.,"[""top"", ""bottom""]",success,,3.8106
27,pexels-colordragon-24813292.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/7a241fdd-9662-4fa2-bfa7-b1a3afd66a2f.png,A young girl with dark brown long smooth hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.7252
28,pexels-colordragon-24813296.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/06e8bee5-3db4-4955-89f5-b84dcdaede1c.png,A young girl with dark long smooth hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.7107
29,pexels-conejodepapel-17392599.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/5cdb5451-806f-4b91-b7c0-6568364601c8.png,A young girl with multi-tone long smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.8009
30,pexels-cristian-rojas-10041266.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/f35632f1-d5aa-4420-a9ac-ba3c0f4304c2.png,An adult woman with brown long smooth hair and average body build.,"[""top"", ""bottom""]",success,,3.493
31,pexels-cristian-rojas-7535460.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/92d5be4e-fda6-4ae0-b42a-2ec5a630e70e.png,An adult woman with brown long smooth hair and curvy body build.,"[""top"", ""bottom""]",success,,3.787
32,pexels-dan-borges-1755177.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/50bbf46c-163e-41b5-8ec7-166e266d0173.png,A young woman with brown long smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.7133
33,pexels-daniel-duarte-270529097-13098732.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/a34e4bda-1dcf-48ed-8e33-8cf0daaff779.png,A young woman with dark brown long wavy hair and slim body build.,"[""top"", ""bottom""]",success,,3.7072
34,pexels-davincidelasfotos-28480020.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/faebe000-32f6-4b0e-9bf7-fe6039d62c3f.png,A young woman with brown shoulder-length smooth hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.6649
35,pexels-davincidelasfotos-28714398.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/ca4947e2-7f8d-43f4-ac85-3232c6c2ba07.png,A young woman with black long smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.5966
36,pexels-davincidelasfotos-28714525.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/40500220-95fc-4092-a40b-b0996e77eae4.png,A young woman with black long smooth hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.5508
37,pexels-diana-reyes-227887231-34035163.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/822ed7f0-4aba-46e4-95a5-1915451e65ef.png,A young woman with slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.7585
38,pexels-dinielle-de-veyra-2610843-4195089.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/f1a292fd-b2ce-47ca-9e87-65de3eaaaa94.png,A young woman with blonde long wavy hair and slim body build.,"[""dress"", ""outer""]",success,,3.5166
39,pexels-el-gringo-photo-116752370-10675485.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/75f35341-e787-4c70-8931-2e1d7a7e0ec7.png,A young woman with brown long wavy hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.7816
40,pexels-elchinoportrait-20471162.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/5fa63a67-902b-4777-a089-383d34665f75.png,A young woman with dark brown shoulder-length smooth hair and average body build.,"[""top"", ""bottom""]",success,,3.8385
41,pexels-felix-young-449360607-30690396.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/c6c86ad2-2ab5-4a15-8afe-d78f59b4fdcd.png,An adult woman with black long wavy hair and slim body build.,"[""dress""]",success,,3.6474
42,pexels-gaurav_-ranjitkar-3554799-7369454.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/d25297dc-741d-4d8b-881d-7b3f93e40f26.png,A young woman with black long smooth hair and slim body build.,"[""dress"", ""outer""]",success,,3.5842
43,pexels-godric-19483672.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/ff2a515a-4b0f-4bab-828d-ca8f126e44c5.png,A young woman with black long smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.8216
44,pexels-heitorverdifotos-4118738.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/afff6877-467f-4d7e-b9df-7a609e3cd9d9.png,A young girl with brown long wavy hair and slim body build.,"[""top"", ""bottom""]",success,,3.8199
45,pexels-high-rollick-studio-553091901-17471951.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/6e37e9ef-255f-4c9f-b058-b8b11c9e113a.png,An adult woman with black long smooth hair and slim body build.,"[""dress"", ""outer""]",success,,3.5737
46,pexels-high-rollick-studio-553091901-32504521.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/22a4b084-d67a-479a-99da-b9858a93df54.png,An adult woman with black long smooth hair and average body build.,"[""dress"", ""outer""]",success,,3.6529
47,pexels-hson-4603385.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/044b5fe6-4b6a-4ceb-8f00-59a64d36feae.png,A young woman with slim body build.,"[""dress""]",success,,3.7549
48,pexels-ionela-mat-268382825-32514275.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/c72ac281-02fd-419d-9f44-625fc443f37b.png,An adult woman with brown long wavy hair and average body build.,"[""top"", ""bottom""]",success,,3.542
49,pexels-israelzin-7644658.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/a814d3f6-0456-4ada-a5f2-12b929a94ed9.png,A young woman with red long curly hair and average body build.,"[""top"", ""bottom""]",success,,3.5681
50,pexels-israwmx-19899310.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/286b9be2-ee74-49d9-b820-1c780062f88f.png,An adult woman with black long smooth hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.6905
51,pexels-israwmx-19899329.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/867ba6af-90ce-421d-b949-4aaea70ec69c.png,An adult woman with black shoulder-length smooth hair and average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.851
52,pexels-israwmx-28386385.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/cc58bc95-eb15-4f67-b459-a1ff4a325cba.png,A young woman with blonde long smooth hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.7966
53,pexels-jeff-denlea-721292-5802945.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/52439cae-bff8-479e-ae9f-5247273d56d5.png,An adult woman with blonde long curly hair and average body build.,"[""dress""]",success,,3.6518
54,pexels-jonathan-oliveira-1317356342-27795483.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/b3e1a44f-bfdf-4337-b2bf-893bd65b37df.png,An adult woman with black short smooth hair and average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.7567
55,pexels-joseilson-de-lima-616574717-23602560.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/2559b422-b659-4080-bfb4-136fff8b4e46.png,An adult woman with black long curly hair and average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.6635
56,pexels-juan-jesus-madrigal-herrera-1669649145-33708955.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/3ab14fcb-4cf8-4c0e-b8c7-b23995713c1e.png,An adult woman with red long curly hair and average body build.,"[""dress""]",success,,3.7271
57,pexels-kari-alfonso-2151442665-36412439.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/06b48597-e98f-4b76-b0db-21e045686a24.png,A young girl with black long wavy hair and slim body build.,"[""top"", ""bottom""]",success,,3.7965
58,pexels-karina-benfica-538943838-18503494.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/b420f0c6-d179-4df5-ad3a-5276630b70b4.png,A young girl with brown shoulder-length smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.7102
59,pexels-kaweny-denyele-2151301623-31793026.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/143c6187-4b81-43a2-930d-b645aefa65f3.png,A young woman with dark long curly hair and average body build.,"[""top"", ""bottom""]",success,,3.5781
60,pexels-kushan-perera-95408363-13953101.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/0375e2a4-d766-48b6-a48a-f15571f43008.png,A young girl with black long curly hair and slim body build.,"[""dress""]",success,,3.7295
61,pexels-ladoo-6675408.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/371eb0a9-e48a-4ad5-bced-48a08b03a6bc.png,A young woman with black long smooth hair and slim body build.,"[""dress""]",success,,3.37
62,pexels-libin-joseph-823730877-20544949.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/199043c5-5fbb-4bf5-8cca-857b1ffd914b.png,An adult woman with black medium curly hair and average body build.,"[""dress""]",success,,3.7693
63,pexels-magdy-_-talat-2157812504-34974315.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/38da9b0c-d654-4ffe-ae71-3de933b35dd5.png,An adult woman with brown long smooth hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.6882
64,pexels-magdy-_-talat-2157812504-34974319.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/82d8daca-ea7e-457d-844b-eb68a3cb13b8.png,An adult woman with brown long smooth hair and average body build.,"[""top"", ""bottom""]",success,,3.7166
65,pexels-manekaperera-15467336.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/26e38fac-595a-4f6c-86ae-4453709510a9.png,An adult woman with black long smooth hair and average body build.,"[""dress""]",success,,3.5255
66,pexels-marcelochagas-2005014.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/49bb973a-2524-4c70-987a-02a1beec0c68.png,A young woman with dark long wavy hair and curvy body build.,"[""top"", ""bottom""]",success,,3.6817
67,pexels-marlon-alves-2016519-7196168.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/bac0fc4d-3408-47c1-8dbc-fa0d2b2bb42f.png,A young woman with dark long curly hair and slim body build.,"[""top"", ""bottom""]",success,,3.6635
68,pexels-maximil1-32129515.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/e103690b-8a09-4591-82b6-e6574aa26b25.png,A young girl with brown long smooth hair and average body build.,"[""top"", ""bottom""]",success,,3.5861
69,pexels-mehmet-altintas-392989477-31615337.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/8302ca39-86fe-493c-94e7-2a21d0ed31cb.png,An adult woman with black shoulder-length smooth hair and average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.6129
70,pexels-miguel-rodriguez-1844391833-32084273.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/77e211db-c0f9-4b11-ac9e-0b87958c9966.png,An adult woman with brown long curly hair and curvy body build.,"[""top"", ""bottom"", ""outer""]",success,,3.5207
71,pexels-mihaela-claudia-puscas-836545137-31969034.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/ba788bc2-c11e-472e-8165-4dc79bf27261.png,A young woman with dark brown shoulder-length smooth hair and curvy body build.,"[""dress""]",success,,3.602
72,pexels-mikhail-nilov-7682078.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/8683f6e9-b333-4729-8d8f-4e4e5bf52ef2.png,An adult woman with black short smooth hair and average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.7468
73,pexels-moe-magners-6669026.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/8c070ffd-736f-4b47-8083-9fc430dff481.png,An adult woman with black short afro hair and curvy body build.,"[""top"", ""bottom""]",success,,3.4858
74,pexels-moises-caro-photographer-296475578-14603123.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/41c2fe02-3a4e-49e7-bc04-b91164d0751e.png,A young woman with black long curly hair and average body build.,"[""top"", ""bottom""]",success,,3.6222
75,pexels-moises-caro-photographer-296475578-14944705.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/b4f25e3e-9ad2-4943-a0ff-6cc3ef8a41b8.png,A young woman with dark brown medium wavy hair and average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.8471
76,pexels-muhammad-dzaki-zaidan-23516854-7262857.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/1771e8ed-6718-40c1-ae72-f774f24df1b6.png,A young woman with black shoulder-length smooth hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.5752
77,pexels-nandamends-11862262.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/41dd3226-3a95-4c4c-aa0d-4023127bdb7e.png,A young woman with dark long curly hair and average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.8797
78,pexels-nayla-bernardes-1673442920-28262530.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/5b7ee972-e9d1-4951-8f35-9cd98a1126d3.png,A young woman with black long smooth hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.6905
79,pexels-onzeseis-3396670-7762038.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/8ae3703c-e4c0-40db-a54d-1f860b60aede.png,A young girl with brown long wavy hair and slim body build.,"[""top"", ""bottom""]",success,,3.7256
80,pexels-pedro-photo-333886914-15676270.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/844f1cf3-629c-4bc6-9b1d-7cd645f8ad9e.png,A young woman with dark short short hair and slim body build.,"[""top"", ""bottom""]",success,,3.6107
81,pexels-phamthe-24205650.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/3f383c1e-5346-49f5-bd84-67e378963781.png,An adult woman with black long smooth hair and average body build.,"[""top"", ""bottom""]",success,,3.759
82,pexels-prashant-purbey-295721470-15561981.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/117c98d8-41f6-443b-9bb9-4c2fa9e33922.png,A young woman with brown long curly hair and average body build.,"[""dress""]",success,,3.4685
83,pexels-rajeshverma-13057800.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/368bdd29-36bc-4f7c-ba39-03775db14537.png,An adult woman with black short smooth hair and slim body build.,"[""dress"", ""outer""]",success,,3.4119
84,pexels-rakesh-mondal-3337884-19152364.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/8423c215-466e-416a-828f-74377749db74.png,A young woman with black medium curly hair and average body build.,"[""dress""]",success,,3.457
85,pexels-redwolf-44736300-13908744.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/f2847217-9df6-46f1-8949-1ec06196bf9c.png,A young woman with dark brown long curly hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,4.1557
86,pexels-ricardopandda-29605578.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/4e7555d9-ae6b-45d7-a891-d7a8087e0e85.png,An adult woman with black medium smooth hair and average body build.,"[""top"", ""bottom""]",success,,3.7801
87,pexels-roberto-hund-5356252.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/914b1f6e-a0c2-4b3f-adeb-8679dea72656.png,An adult woman with black medium curly hair and average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.6824
88,pexels-ronailson-5854482.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/f3edf327-6090-4db7-b94a-5f160b83b4c2.png,A young woman with black long smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.7479
89,pexels-sandro-tavares-260503371-17381497.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/bd9b6f98-4c99-4481-abef-ebf5e49c5fc3.png,An adult woman with black long smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.5814
90,pexels-saulo-leite-1491182-9616904.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/1c7e3c98-3491-48e6-ade1-0ca9c135f9b1.png,A young woman with dark long smooth hair and slim body build.,"[""top"", ""bottom""]",success,,3.5134
91,pexels-seats-photographix-1039095083-20472234.jpg,,,[],error,"prepare_failed status=422 payload={""detail"":{""error"":""multiple_people"",""message"":""Multiple prominent people detected. Please upload a photo with one clearly dominant person."",""meta"":{""detect"":{""backend"":""grounding_dino"",""counts"":{""all"":10,""person"":2},""selected_person"":{""bbox"":[540,166,1303,2040],""score"":0.426,""area_ratio"":0.5122},""second_person"":{""bbox"":[10,187,545,2042],""score"":0.3749,""area_ratio"":0.3555},""thresholds"":{""multiple_",0.113
92,pexels-shazardr-13262282.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/7a4deb73-b306-4c42-b2f1-2f7a9476ba7d.png,A young woman with brown long wavy hair and slim body build.,"[""dress""]",success,,3.5778
93,pexels-shazardr-14156587.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/a76e9d9f-cb04-4d12-850c-5f9fe847d4c8.png,An adult woman with brown long smooth hair and average body build.,"[""top"", ""bottom""]",success,,3.5675
94,pexels-shvetsa-5641859.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/f886f73b-0947-437d-97b0-f01df2f57534.png,A young girl with brown medium curly hair and average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.5849
95,pexels-stephanie-lima-455905576-16051529.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/63bbe151-46a2-4aa9-a213-d58e1ed01fcd.png,A young girl with dark long wavy hair and slim body build.,"[""top"", ""bottom""]",success,,3.6855
96,pexels-sushantphotographyy-745299-5922739.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/9830eaba-7dea-46c8-82d3-463fa28e14df.png,A young woman with brown long smooth hair and slim body build.,"[""dress"", ""outer""]",success,,3.8603
97,pexels-tiago-silva-105200251-10841718.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/4ca9c517-af62-4f06-b2bc-071273b8626f.png,A young woman with red long smooth hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.5183
98,pexels-umudicreative-20021010.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/0fd77b1c-24e5-4f39-b899-da71da91e8cd.png,A young woman with brown medium wavy hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.7149
99,pexels-uriel-mont-6280542.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/58138b9c-739c-4e23-9f6a-9484e91ea73b.png,An adult woman with black long curly hair and average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.8241
100,pexels-usman-umar-340351639-27081782.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/a41ecf50-7478-490a-8b5a-a3ad4c80bb0e.png,An adult woman with average body build.,"[""dress"", ""outer""]",success,,3.7037
101,pexels-vika-glitter-392079-35884663.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/f3cad70b-3341-47b9-a94c-9940e7b71640.png,An adult woman with blonde long wavy hair and slim body build.,"[""dress""]",success,,3.4549
102,pexels-vinicius-wiesehofer-289347-4219913.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/2fcac912-7165-4445-843c-e464f2b3016d.png,A young woman with black long smooth hair and slim body build.,"[""dress"", ""outer""]",success,,3.8536
103,pexels-walter-segura-70980232-9659700.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/18e69946-7c03-4e27-97fb-b239645759c2.png,A young girl with brown long wavy hair and slim body build.,"[""top"", ""bottom"", ""outer""]",success,,3.8347
104,pexels-wesleydavi-9225847.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/16dda533-107d-4b1a-a139-17951561812f.png,A young woman with blonde long wavy hair and slim body build.,"[""top"", ""bottom""]",success,,3.6999
105,pexels-wjretratos-14535701.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/09c56833-26ae-47ee-9f8a-7227944bf385.png,An adult woman with average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.5696
106,pexels-wolfart-34750099.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/548cce8f-4a1c-4c8f-af57-d54758526858.png,An adult woman with dark brown shoulder-length wavy hair and average body build.,"[""top"", ""bottom"", ""outer""]",success,,3.8006
107,pexels-zanchetta-4189806.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/27486f2e-646d-4fda-920f-fcad377a4b07.png,A young woman with brown medium wavy hair and slim body build.,"[""top"", ""bottom""]",success,,3.7588
108,pexels-zulfugarkarimov-33670756.jpg,https://glamifydevstorage.blob.core.windows.net/wardrobe-outputs/5fe52759-51d8-44d7-a1fe-2c060211d38d.png,A young woman with brown long wavy hair and slim body build.,"[""dress"", ""outer""]",success,,3.7094
